SPC,MOLWT,EMIS_SUR,EMIS_FAC,DEPV_SUR,DEPV_FAC,ICBC_SUR,ICBC_FAC,SCAV_SUR,SCAV_FAC,G2AE_SUR,G2AQ_SUR,TRNS,DDEP,WDEP,CONC
CH4,16.0,CH4,1.0,,,CH4,1.0,,,,,Yes,,,Yes
